Taxon Name	Available at Nursery?	Nurseries	Percent of Nurseries with this Taxon
Campsis radicans	False		0.0
Bignonia radicans	False		0.0
Tecoma radicans	False		0.0
Cardionema ramosissimum	False		0.0
Loeflingia ramosissima	False		0.0
Carex raynoldsii	False		0.0
Carex lyallii	False		0.0
Caragana	False		0.0
Cardamine	False		0.0
Cardaria	False		0.0
Cardionema	False		0.0
Carduus	False		0.0
Carex retrorsa	False		0.0
Castilleja rhexiifolia	False		0.0
Castilleja lauta	False		0.0
Castilleja leonardii	False		0.0
Castilleja oregonensis	False		0.0
Catapodium rigidum	False		0.0
Desmazeria rigida	False		0.0
Poa rigida	False		0.0
Scleropoa rigida	False		0.0
Campanula rotundifolia	True	FourthCornerNursery, InsidePassageSeeds, OxbowFarmandConservationCenter, 	23.08
Campanula alaskana	False		0.0
Campanula dubia	False		0.0
Campanula gieseckiana	False		0.0
Campanula gieseckiana ssp. groenlandica	False		0.0
Campanula gieseckiana var. arctica	False		0.0
Campanula groenlandica	False		0.0
Campanula heterodoxa	False		0.0
Campanula intercedens	False		0.0
Campanula petiolata	False		0.0
Campanula rotundifolia ssp. groenlandica	False		0.0
Campanula rotundifolia ssp. intercedens	False		0.0
Campanula rotundifolia var. alaskana	False		0.0
Campanula rotundifolia var. alpina	False		0.0
Campanula rotundifolia var. arctica	False		0.0
Campanula rotundifolia var. intercedens	False		0.0
Campanula rotundifolia var. lancifolia	False		0.0
Campanula rotundifolia var. petiolata	False		0.0
Campanula rotundifolia var. velutina	False		0.0
Campanula sacajaweana	False		0.0
Carex rossii	False		0.0
Carex brevipes	False		0.0
Carex deflexa var. bootii	False		0.0
Carex deflexa var. rossii	False		0.0
Carex diversistylis	False		0.0
Carex rostrata	True	HimaNursery, InsidePassageSeeds, LandHSeeds, 	23.08
Carex rostrata var. ambigens	False		0.0
Carthamus	True	LandHSeeds, 	7.69
Calamagrostis rubescens	True	DerbyCanyonNatives, 	7.69
Calamagrostis fasciculata	False		0.0
Castilleja rupicola	False		0.0
Carum	False		0.0
Carex saxatilis	False		0.0
Carex miliaris	False		0.0
Carex physocarpa	False		0.0
Carex rhomalea	False		0.0
Carex rotundata var. compacta	False		0.0
Carex saxatilis ssp. laxa	False		0.0
Carex saxatilis var. miliaris	False		0.0
Carex saxatilis var. rhomalea	False		0.0
Camelina sativa	False		0.0
Cannabis sativa	False		0.0
Carex saximontana	False		0.0
Carex backii var. saximontana	False		0.0
Camelina sativa ssp. sativa	False		0.0
Camelina parodii	False		0.0
Myagrum sativum	False		0.0
Cannabis sativa ssp. sativa	False		0.0
Cannabis sativa ssp. sativa var. sativa	False		0.0
Carex scirpoidea	False		0.0
Carex scoparia	True	OxbowFarmandConservationCenter, 	7.69
Carex scopulorum	False		0.0
Camissonia scapoidea	False		0.0
Campanula scabrella	False		0.0
Campanula scouleri	False		0.0
Carex scopulorum var. bracteosa	False		0.0
Carex campylocarpa	False		0.0
Carex campylocarpa ssp. affinis	False		0.0
Carex gymnoclada	False		0.0
Carex scopulorum var. prionophylla	False		0.0
Carex miserabilis	False		0.0
Carex prionophylla	False		0.0
Carex scirpoidea ssp. pseudoscirpoidea	False		0.0
Carex pseudoscirpoidea	False		0.0
Carex scirpoidea var. pseudoscirpoidea	False		0.0
Carex scoparia var. scoparia	False		0.0
Carex scoparia var. condensa	False		0.0
Carex scoparia var. moniliformis	False		0.0
Carex tribuloides var. moniliformis	False		0.0
Camissonia scapoidea ssp. scapoidea	False		0.0
Oenothera scapoidea	False		0.0
Oenothera scapoidea var. seorsa	False		0.0
Carex scirpoidea ssp. scirpoidea	False		0.0
Carex athabascensis	False		0.0
Carex scirpiformis	False		0.0
Carex scirpoidea var. scirpiformis	False		0.0
Carex scirpoidea ssp. stenochlaena	False		0.0
Carex scirpoidea var. stenochlaena	False		0.0
Carex stenochlaena	False		0.0
Calystegia sepium	False		0.0
Calamagrostis sesquiflora	False		0.0
Calamagrostis arctica	False		0.0
Calamagrostis purpurascens ssp. arctica	False		0.0
Calamagrostis purpurascens ssp. tasuensis	False		0.0
Calamagrostis purpurascens var. arctica	False		0.0
Calamagrostis purpurascens var. tasuensis	False		0.0
Calamagrostis vaseyi	False		0.0
Calystegia sepium ssp. angulata	False		0.0
Calystegia sepium var. angulata	False		0.0
Calystegia sepium var. repens	False		0.0
Convolvulus repens	False		0.0
Convolvulus sepium var. repens	False		0.0
Calystegia sepium ssp. sepium	False		0.0
Convolvulus nashii	False		0.0
Convolvulus sepium	False		0.0
Convolvulus sepium var. communis	False		0.0
Carex sheldonii	False		0.0
Calystegia silvatica	False		0.0
Carex siccata	False		0.0
Carex aenea	False		0.0
Carex foenea	False		0.0
Carex foenea var. enervis	False		0.0
Carex foenea var. foenea	False		0.0
Carex foenea var. tuberculata	False		0.0
Carex simulata	True	LandHSeeds, 	7.69
Calystegia silvatica ssp. fraterniflora	False		0.0
Calystegia fraterniflora	False		0.0
Calystegia sepium var. fraterniflora	False		0.0
Convolvulus fraterniflorus	False		0.0
Convolvulus sepium var. fraterniflorus	False		0.0
Calystegia soldanella	False		0.0
Convolvulus soldanella	False		0.0
Carex spectabilis	False		0.0
Carex invisa	False		0.0
Carex nigella	False		0.0
Cassiope	False		0.0
Callitriche stagnalis	False		0.0
Carex stylosa	False		0.0
Carex stylosa var. nigritella	False		0.0
Calamagrostis stricta	False		0.0
Carex stipata	True	FourthCornerNursery, HimaNursery, InsidePassageSeeds, LandHSeeds, OxbowFarmandConservationCenter, 	38.46
Carex straminiformis	False		0.0
Castilleja f.	False		0.0
Calamagrostis stricta ssp. inexpansa	False		0.0
Calamagrostis californica	False		0.0
Calamagrostis canadensis var. acuminata	False		0.0
Calamagrostis canadensis var. arcta	False		0.0
Calamagrostis chordorrhiza	False		0.0
Calamagrostis crassiglumis	False		0.0
Calamagrostis expansa	False		0.0
Calamagrostis fernaldii	False		0.0
Calamagrostis hyperborea var. americana	False		0.0
Calamagrostis hyperborea var. elongata	False		0.0
Calamagrostis hyperborea var. stenodes	False		0.0
Calamagrostis inexpansa	False		0.0
Calamagrostis inexpansa var. barbulata	False		0.0
Calamagrostis inexpansa var. brevior	False		0.0
Calamagrostis inexpansa var. novae-angliae	False		0.0
Calamagrostis labradorica	False		0.0
Calamagrostis lacustris	False		0.0
Calamagrostis lapponica var. brevipilis	False		0.0
Calamagrostis pickeringii var. lacustris	False		0.0
Calamagrostis robertii	False		0.0
Calamagrostis stricta var. brevior	False		0.0
Calamagrostis stricta var. lacustris	False		0.0
Carex stipata var. stipata	False		0.0
Calamagrostis stricta ssp. stricta	False		0.0
Calamagrostis stricta ssp. stricta var. stricta	False		0.0
Calamagrostis neglecta	False		0.0
Calamagrostis neglecta ssp. stricta	False		0.0
Calamagrostis neglecta var. gracilis	False		0.0
Calamagrostis neglecta var. micrantha	False		0.0
Castilleja suksdorfii	False		0.0
Castilleja sulphurea	False		0.0
Castilleja luteovirens	False		0.0
Castilleja mogollonica	False		0.0
Castilleja rhexiifolia var. sulphurea	False		0.0
Camissonia subacaulis	False		0.0
Jussiaea subacaulis	False		0.0
Oenothera heterantha	False		0.0
Oenothera subacaulis	False		0.0
Taraxia subacaulis	False		0.0
Calochortus subalpinus	False		0.0
Calochortus lobbii sensu	False		0.0
Carex subfusca	False		0.0
Carex macloviana d'Urv. ssp. subfusca	False		0.0
Carex stenoptera	False		0.0
Carex sychnocephala	False		0.0
Carex sylvatica	False		0.0
Carex tahoensis	False		0.0
Carex eastwoodiana	False		0.0
Camissonia tanacetifolia	False		0.0
Taraxia tanacetifolia	False		0.0
Calamagrostis tacomensis	False		0.0
Catabrosa	False		0.0
Catapodium	False		0.0
Camissonia tanacetifolia ssp. tanacetifolia	False		0.0
Oenothera tanacetifolia	False		0.0
Cassiope tetragona	False		0.0
Carduus tenuiflorus	False		0.0
Castilleja tenuis	False		0.0
Orthocarpus hispidus	False		0.0
Carex tenera	False		0.0
Carex tenera var. echinodes	False		0.0
Carex tenuiflora	False		0.0
Cassiope tetragona var. saximontana	False		0.0
Cassiope tetragona ssp. saximontana	False		0.0
Castilleja thompsonii	False		0.0
Castilleja villicaulis	False		0.0
Carthamus tinctorius	True	LandHSeeds, 	7.69
Calochortus tolmiei	False		0.0
Calochortus caeruleus var. maweanus orth. var.	False		0.0
Calochortus coeruleus var. maweanus	False		0.0
Calochortus elegans var. lobbii	False		0.0
Calochortus maweanus	False		0.0
Calochortus purdyi	False		0.0
Carex tumulicola	True	FourthCornerNursery, 	7.69
Calamagrostis tweedyi	False		0.0
Carex unilateralis	True	FourthCornerNursery, 	7.69
Carex utriculata	True	FourthCornerNursery, 	7.69
Carex inflata var. utriculata	False		0.0
Carex rhynchophysa	False		0.0
Carex rostrata var. utriculata	False		0.0
Carex vallicola	False		0.0
Carex vallicola var. vallicola	False		0.0
Carex vernacula	False		0.0
Carex foetida	False		0.0
Carex foetida var. vernacula	False		0.0
Carex vesicaria	True	FourthCornerNursery, 	7.69
Carex inflata	False		0.0
Carex monile	False		0.0
Carex raeana	False		0.0
Carex vesicaria var. distenta	False		0.0
Carex vesicaria var. jejuna	False		0.0
Carex vesicaria var. laurentiana	False		0.0
Carex vesicaria var. monile	False		0.0
Carex vesicaria var. raeana	False		0.0
Carex vesicaria var. vesicaria	False		0.0
Carex vicaria	False		0.0
Carex viridula	False		0.0
Castilleja victoriae	False		0.0
Carex viridula ssp. viridula	False		0.0
Carex oederi nom. illeg.	False		0.0
Carex oederi ssp. viridula	False		0.0
Carex oederi var. recterostrata	False		0.0
Carex serotina	False		0.0
Carex viridula var. viridula	False		0.0
Calluna vulgaris	True	HimaNursery, 	7.69
Carex vulpinoidea	True	FourthCornerNursery, LandHSeeds, 	15.38
Carex vulpinoidea var. vulpinoidea	False		0.0
Carex setacea	False		0.0
Carex xerantica	False		0.0
Ceanothus	True	DerbyCanyonNatives, FourthCornerNursery, HimaNursery, InsidePassageSeeds, LandHSeeds, OxbowFarmandConservationCenter, 	46.15
Cerastium arvense	False		0.0
Cerastium arvense ssp. strictum	False		0.0
Cerastium alsophilum	False		0.0
Cerastium angustatum	False		0.0
Cerastium arvense var. angustifolium	False		0.0
Cerastium arvense var. latifolium	False		0.0
Cerastium arvense var. purpurascens	False		0.0
Cerastium arvense var. viscidulum	False		0.0
Cerastium campestre	False		0.0
Cerastium confertum	False		0.0
Cerastium effusum	False		0.0
Cerastium elongatum	False		0.0
Cerastium graminifolium	False		0.0
Cerastium latifolium	False		0.0
Cerastium nitidum	False		0.0
Cerastium occidentale	False		0.0
Cerastium oreophilum	False		0.0
Cerastium patulum	False		0.0
Cerastium scopulorum	False		0.0
Cerastium sonnei	False		0.0
Cerastium strictum	False		0.0
Cerastium subulatum	False		0.0
Cerastium tenuifolium	False		0.0
Cerastium vestitum	False		0.0
Cephalanthera austiniae	False		0.0
Eburophyton austiniae	False		0.0
Cerastium beeringianum	False		0.0
Cerastium beeringianum ssp. earlei	False		0.0
Cerastium alpinum var. capillare	False		0.0
Cerastium beeringianum var. capillare	False		0.0
Cerastium earlei	False		0.0
Cerastium brachypodum	False		0.0
Cerastium brachypodum var. compactum	False		0.0
Cerastium nutans var. brachypodum	False		0.0
Centaurea calcitrapa	False		0.0
Centaurea cyanus	False		0.0
Leucacantha cyanus	False		0.0
Ceratophyllum demersum	False		0.0
Ceratophyllum apiculatum	False		0.0
Ceratophyllum demersum var. apiculatum	False		0.0
Centaurea diffusa	False		0.0
Acosta diffusa	False		0.0
Cerastium dichotomum	False		0.0
Cerastium siculum	False		0.0
Cerastium dubium	False		0.0
Dichodon viscidum	False		0.0
Ceratophyllum echinatum	False		0.0
Ceratophyllum demersum var. echinatum	False		0.0
Ceratophyllum submersum var. echinatum	False		0.0
Centaurium erythraea	False		0.0
Centaurium minus nom. utique rej.	False		0.0
Centaurium umbellatum	False		0.0
Erythraea centaurium	False		0.0
Centaurium exaltatum	False		0.0
Centaurium nuttallii	False		0.0
Cicendia exaltata	False		0.0
Zeltnera exaltata	False		0.0
Cerastium fontanum	False		0.0
Cerastium fontanum ssp. vulgare	False		0.0
Cerastium adsurgens	False		0.0
Cerastium fontanum ssp. holosteoides van de	False		0.0
Cerastium fontanum ssp. triviale	False		0.0
Cerastium holosteoides	False		0.0
Cerastium holosteoides var. vulgare	False		0.0
Cerastium triviale	False		0.0
Cerastium vulgatum nom. utique rej.	False		0.0
Cerastium vulgatum var. hirsutum	False		0.0
Cerastium vulgatum var. holosteoides	False		0.0
Cerastium glomeratum	False		0.0
Cerastium acutatum	False		0.0
Cerastium glomeratum var. apetalum	False		0.0
Cerastium viscosum nom. utique rej.	False		0.0
Centaurea iberica	False		0.0
Ceanothus integerrimus	True	LandHSeeds, 	7.69
Ceanothus andersonii	False		0.0
Ceanothus californicus	False		0.0
Ceanothus integerrimus var. californicus	False		0.0
Ceanothus integerrimus var. macrothyrsus	False		0.0
Ceanothus integerrimus var. puberulus	False		0.0
Centaurea jacea	False		0.0
Celtis laevigata	False		0.0
Celtis mississippiensis	False		0.0
Celtis laevigata var. reticulata	False		0.0
Celtis douglasii	False		0.0
Celtis occidentalis var. reticulata	False		0.0
Celtis reticulata	False		0.0
Celtis reticulata var. vestita	False		0.0
Cercocarpus ledifolius	True	FourthCornerNursery, LandHSeeds, 	15.38
Cercocarpus ledifolius var. intercedens	False		0.0
Cercocarpus ledifolius var. intermontanus	False		0.0
Cenchrus longispinus	False		0.0
Cenchrus carolinianus nom. utique rej.	False		0.0
Celtis	True	FourthCornerNursery, 	7.69
Centaurea macrocephala	False		0.0
Centaurea melitensis	False		0.0
Centaurea montana	False		0.0
Centaurea montana var. alba hort.	False		0.0
Centaurium muehlenbergii	False		0.0
Centaurium curvistamineum	False		0.0
Centaurium floribundum	False		0.0
Zeltnera muehlenbergii	False		0.0
Cenchrus	False		0.0
Centaurea nigra	False		0.0
Centaurea nigra var. radiata	False		0.0
Centaurea nigrescens	False		0.0
Centaurea debeauxii ssp. thuillieri	False		0.0
Centaurea dubia ssp. vochinensis	False		0.0
Centaurea pratensis nom. illeg.	False		0.0
Centaurea vochinensis	False		0.0
Centaurea	False		0.0
Centaurium	False		0.0
Centranthus	False		0.0
Centromadia	False		0.0
Cerastium nutans	False		0.0
Cerastium nutans var. nutans	False		0.0
Cerastium longepedunculatum	False		0.0
Cerastium nutans var. occidentale	False		0.0
Cephalanthera	False		0.0
Ceanothus prostratus	False		0.0
Ceanothus divergens ssp. occidentalis	False		0.0
Ceanothus prostratus var. laxus	False		0.0
Ceanothus prostratus var. occidentalis	False		0.0
Centromadia pungens	False		0.0
Centromadia pungens ssp. pungens	False		0.0
Hemizonia pungens	False		0.0
Hemizonia pungens ssp. pungens	False		0.0
Centromadia pungens ssp. septentrionalis	False		0.0
Hemizonia pungens ssp. septentrionalis	False		0.0
Hemizonia pungens var. septentrionalis	False		0.0
Cerastium	False		0.0
Ceratophyllum	False		0.0
Ceratocephala	False		0.0
Cercocarpus	True	FourthCornerNursery, LandHSeeds, 	15.38
Centranthus ruber	False		0.0
Kentranthus ruber orth. var.	False		0.0
Ceanothus sanguineus	True	DerbyCanyonNatives, FourthCornerNursery, LandHSeeds, 	23.08
Ceanothus oreganus	False		0.0
Cerastium semidecandrum	False		0.0
Centaurea solstitialis	False		0.0
Leucantha solstitialis	False		0.0
Centaurea stoebe	False		0.0
Centaurea stoebe ssp. micranthos	False		0.0
Acosta maculosa	False		0.0
Centaurea biebersteinii	False		0.0
Centaurea maculosa	False		0.0
Ceratocephala testiculata	False		0.0
Ceratocephala falcata	False		0.0
Ceratocephala orthoceras	False		0.0
Ranunculus falcatus	False		0.0
Ranunculus testiculatus	False		0.0
Cerastium tomentosum	False		0.0
Centaurea trichocephala	False		0.0
Ceanothus velutinus	True	DerbyCanyonNatives, FourthCornerNursery, InsidePassageSeeds, LandHSeeds, OxbowFarmandConservationCenter, 	38.46
Ceanothus velutinus var. hookeri	False		0.0
Ceanothus velutinus var. laevigatus	False		0.0
Ceanothus velutinus var. velutinus	False		0.0
Chaenactis	False		0.0
Chaenorhinum	False		0.0
Chenopodium album	False		0.0
Chenopodium album var. album	False		0.0
Chenopodium album var. lanceolatum	False		0.0
Chenopodium album var. polymorphum	False		0.0
Chenopodium amaranticolor	False		0.0
Chenopodium giganteum	False		0.0
Chenopodium lanceolatum	False		0.0
Chenopodium paganum	False		0.0
Chenopodium suecicum	False		0.0
Chenopodium album var. striatum	False		0.0
Chenopodium strictum	False		0.0
Chenopodium strictum ssp. glaucophyllum	False		0.0
Chenopodium strictum var. glaucophyllum	False		0.0
Chenopodium strictum var. striatum	False		0.0
Chamaesyce	False		0.0
Chamerion	True	InsidePassageSeeds, LandHSeeds, 	15.38
Chamerion angustifolium	True	LandHSeeds, 	7.69
Chamerion angustifolium ssp. angustifolium	False		0.0
Chamaenerion angustifolium	True	DerbyCanyonNatives, NorthwestMeadowscapes, 	15.38
Chamerion angustifolium var. angustifolium	False		0.0
Chamerion spicatum	False		0.0
Epilobium angustifolium	False		0.0
Epilobium angustifolium var. intermedium	False		0.0
Epilobium spicatum	False		0.0
Chamerion angustifolium ssp. circumvagum	False		0.0
Chamaenerion angustifolium ssp. circumvagum	False		0.0
Chamerion angustifolium var. canescens	False		0.0
Chamerion danielsii	False		0.0
Chamerion platyphyllum	False		0.0
Epilobium angustifolium ssp. circumvagum	False		0.0
Epilobium angustifolium ssp. macrophyllum	False		0.0
Epilobium angustifolium var. abbreviatum	False		0.0
Epilobium angustifolium var. canescens	False		0.0
Epilobium angustifolium var. macrophyllum	False		0.0
Epilobium angustifolium var. platyphyllum	False		0.0
Chenopodium atrovirens	False		0.0
Chenopodium aridum	False		0.0
Chenopodium fremontii var. atrovirens	False		0.0
Chenopodium wolfii	False		0.0
Chenopodium berlandieri	False		0.0
Chenopodium berlandieri var. zschackii	False		0.0
Chenopodium acerifolium	False		0.0
Chenopodium berlandieri ssp. platyphyllum	False		0.0
Chenopodium berlandieri ssp. zschackii	False		0.0
Chenopodium berlandieri var. farinosum	False		0.0
Chenopodium capitatum	False		0.0
Blitum capitatum	False		0.0
Chenopodium chenopodioides	False		0.0
Blitum chenopodioides	False		0.0
Chenopodium botryodes	False		0.0
Chenopodium chenopodioides var. degenianum	False		0.0
Chenopodium chenopodioides var. lengyelianum	False		0.0
Chenopodium humile	False		0.0
Chenopodium rubrum var. glomeratum	False		0.0
Chenopodium rubrum var. humile	False		0.0
Chrysolepis chrysophylla	False		0.0
Chrysolepis chrysophylla var. chrysophylla	False		0.0
Castanopsis chrysophylla	False		0.0
Chaenactis douglasii	False		0.0
Chaenactis douglasii var. douglasii	False		0.0
Chaenactis angustifolia	False		0.0
Chaenactis brachiata	False		0.0
Chaenactis brachiata var. stansburiana	False		0.0
Chaenactis cineria	False		0.0
Chaenactis douglasii var. achilleifolia	False		0.0
Chaenactis douglasii var. glandulosa	False		0.0
Chaenactis douglasii var. montana	False		0.0
Chaenactis douglasii var. nana	False		0.0
Chaenactis douglasii var. rubricaulis	False		0.0
Chaenactis douglasii var. typicus	False		0.0
Chaenactis humilis	False		0.0
Chaenactis panamintensis	False		0.0
Chaenactis ramosa	False		0.0
Chaenactis rubricaulis	False		0.0
Chaenactis suksdorfii	False		0.0
Cheilanthes	False		0.0
Chelidonium	False		0.0
Chenopodium	False		0.0
Cheilanthes feei	False		0.0
Chenopodium foliosum	False		0.0
Blitum virgatum	False		0.0
Chenopodium capitatum var. parvicapitatum	False		0.0
Chenopodium virgatum	False		0.0
Morocarpus foliosus	False		0.0
Chenopodium fremontii	False		0.0
Chenopodium fremontii var. fremontii	False		0.0
Chamaesyce glyptosperma	False		0.0
Euphorbia glyptosperma	False		0.0
Chrysosplenium glechomifolium	False		0.0
Cheilanthes gracillima	False		0.0
Cheilanthes gracillima var. aberrans	False		0.0
Chenopodium hians	False		0.0
Chenopodium incognitum	False		0.0
Chrysothamnus humilis	False		0.0
Chrysothamnus viscidiflorus ssp. humilis	False		0.0
Chrysothamnus viscidiflorus var. humilis	False		0.0
Ericameria humilis	False		0.0
Chimaphila	False		0.0
Chondrilla juncea	False		0.0
Chamerion latifolium	False		0.0
Chamaenerion latifolium	False		0.0
Chamerion subdentatum	False		0.0
Epilobium latifolium	False		0.0
Chenopodium leptophyllum	False		0.0
Chenopodium album var. leptophyllum	False		0.0
Chamaesyce maculata	False		0.0
Chamaesyce mathewsii	False		0.0
Chamaesyce supina	False		0.0
Chamaesyce tracyi	False		0.0
Euphorbia maculata	False		0.0
Euphorbia rayturneri	False		0.0
Euphorbia supina	False		0.0
Chelidonium majus	False		0.0
Chelidonium majus var. majus	False		0.0
Chimaphila menziesii	False		0.0
Chaenorhinum minus	False		0.0
Chenopodium murale	False		0.0
Chondrilla	False		0.0
Chorispora	False		0.0
Chorizanthe	False		0.0
Chenopodium pratericola	False		0.0
Chenopodium albescens	False		0.0
Chenopodium desiccatum var. leptophylloides	False		0.0
Chenopodium pratericola ssp. eupratericola	False		0.0
Chenopodium pratericola var. leptophylloides	False		0.0
Chenopodium rubrum	False		0.0
Chrysolepis	False		0.0
Chrysosplenium	False		0.0
Chrysothamnus	True	DerbyCanyonNatives, LandHSeeds, 	15.38
Chenopodium salinum	False		0.0
Chenopodium glaucum ssp. salinum	False		0.0
Chenopodium glaucum var. pulchrum	False		0.0
Chenopodium glaucum var. salinum	False		0.0
Chamaesyce serpyllifolia	False		0.0
Chamaesyce serpyllifolia ssp. serpyllifolia	False		0.0
Chamaesyce albicaulis	False		0.0
Chamaesyce neomexicana	False		0.0
Euphorbia neomexicana	False		0.0
Euphorbia serpyllifolia	False		0.0
Chenopodium simplex	False		0.0
Chenopodium gigantospermum	False		0.0
Chenopodium hybridum	False		0.0
Chenopodium hybridum ssp. gigantospermum	False		0.0
Chenopodium hybridum var. gigantospermum	False		0.0
Chenopodium hybridum var. simplex	False		0.0
Chenopodium subglabrum	False		0.0
Chenopodium leptophyllum var. subglabrum	False		0.0
Chorispora tenella	False		0.0
Chrysosplenium tetrandrum	False		0.0
Chrysosplenium alternifolium ssp. tetrandrum	False		0.0
Chrysosplenium alternifolium var. tetrandrum	False		0.0
Chaenactis thompsonii	False		0.0
Chimaphila umbellata	False		0.0
Chimaphila umbellata ssp. occidentalis	False		0.0
Chimaphila occidentalis	False		0.0
Chimaphila umbellata var. occidentalis	False		0.0
Chenopodium urbicum	False		0.0
Chenopodium urbicum var. intermedium	False		0.0
Chrysothamnus viscidiflorus	True	DerbyCanyonNatives, LandHSeeds, 	15.38
Chrysothamnus viscidiflorus ssp. lanceolatus	False		0.0
Chrysothamnus viscidiflorus ssp. elegans	False		0.0
Chrysothamnus viscidiflorus var. elegans	False		0.0
Chrysothamnus viscidiflorus var. lanceolatus	False		0.0
Ericameria viscidiflora ssp. lanceolata	False		0.0
Chrysothamnus viscidiflorus ssp. puberulus	False		0.0
Chrysothamnus viscidiflorus var. puberulus	False		0.0
Ericameria viscidiflora ssp. puberula	False		0.0
Chrysothamnus viscidiflorus ssp. viscidiflorus	False		0.0
Chrysothamnus viscidiflorus ssp. viscidiflorus var. viscidiflorus	False		0.0
Chrysothamnus viscidiflorus ssp. pumilus	False		0.0
Chrysothamnus viscidiflorus ssp. typicus	False		0.0
Chrysothamnus viscidiflorus var. pumilus	False		0.0
Chrysothamnus viscidiflorus var. typicus	False		0.0
Ericameria viscidiflora	False		0.0
Chorizanthe watsonii	False		0.0
Circaea alpina	False		0.0
Circaea alpina ssp. alpina	False		0.0
Circaea alpina ssp. pacifica	False		0.0
Circaea alpina var. pacifica	False		0.0
Circaea pacifica	False		0.0
Cirsium arvense	False		0.0
Breea arvensis	False		0.0
Breea incana ined.	False		0.0
Carduus arvensis	False		0.0
Cirsium arvense var. argenteum	False		0.0
Cirsium arvense var. horridum	False		0.0
Cirsium arvense var. integrifolium	False		0.0
Cirsium arvense var. mite	False		0.0
Cirsium arvense var. vestitum	False		0.0
Cirsium incanum	False		0.0
Cirsium setosum	False		0.0
Serratula arvensis	False		0.0
Cicer arietinum	False		0.0
Cirsium brevifolium	False		0.0
Cirsium palousense	False		0.0
Cirsium brevistylum	False		0.0
Cicuta bulbifera	False		0.0
Cicer	True	LandHSeeds, 	7.69
Cichorium	True	LandHSeeds, 	7.69
Cicuta	False		0.0
Cicuta douglasii	False		0.0
Cicuta maculata var. californica	False		0.0
Cirsium edule	False		0.0
Carduus macounii	False		0.0
Cirsium hallii	False		0.0
Cirsium macounii	False		0.0
Cichorium endivia	False		0.0
Cirsium foliosum	False		0.0
Cirsium foliosum var. minganense	False		0.0
Cirsium hookerianum	False		0.0
Cichorium intybus	True	LandHSeeds, 	7.69
Cichorium intybus var. foliosum	False		0.0
Cichorium intybus var. sativum	False		0.0
Cinna latifolia	False		0.0
Cicuta maculata	False		0.0
Cicuta maculata var. angustifolia	False		0.0
Cicuta occidentalis	False		0.0
Cicuta maculata var. bolanderi	False		0.0
Cicuta bolanderi	False		0.0
Cicuta maculata var. maculata	False		0.0
Cicuta curtissii	False		0.0
Cicuta maculata var. curtissii	False		0.0
Cicuta mexicana	False		0.0
Cinna	False		0.0
Circaea	False		0.0
Cirsium remotifolium	False		0.0
Cirsium acanthodontum	False		0.0
Cirsium amblylepis	False		0.0
Cirsium callilepis	False		0.0
Cirsium callilepis var. oregonense	False		0.0
Cirsium callilepis var. pseudocarlinoides	False		0.0
Cirsium mendocinum	False		0.0
Cirsium oreganum	False		0.0
Cirsium remotifolium ssp. oregonense	False		0.0
Cirsium remotifolium ssp. pseudocarlinoides	False		0.0
Cirsium remotifolium ssp. remotifolium	False		0.0
Cirsium remotifolium var. odontolepis	False		0.0
Cirsium remotifolium var. rivulare	False		0.0
Cirsium stenolepidum	False		0.0
Cistanthe rosea	False		0.0
Calyptridium roseum	False		0.0
Cirsium	False		0.0
Cirsium scariosum	False		0.0
Carduus americanus	False		0.0
Carduus coloradensis	False		0.0
Cirsium acaule var. americanum	False		0.0
Cirsium acaulescens	False		0.0
Cirsium americanum	False		0.0
Cirsium butleri	False		0.0
Cirsium coloradense	False		0.0
Cirsium coloradense ssp. acaulescens	False		0.0
Cirsium coloradense ssp. longissimum	False		0.0
Cirsium congdonii	False		0.0
Cirsium drummondii ssp. lanatum	False		0.0
Cirsium drummondii ssp. latisquamum	False		0.0
Cirsium drummondii ssp. vexans	False		0.0
Cirsium drummondii var. acaulescens	False		0.0
Cirsium drummondii var. oregonense	False		0.0
Cirsium sp.), database artifact	False		0.0
Cirsium erosum	False		0.0
Cirsium kelseyi	False		0.0
Cirsium lacerum	False		0.0
Cirsium magnificum	False		0.0
Cirsium minganense	False		0.0
Cirsium oreophilum	False		0.0
Cirsium quercetorum var. citrinum	False		0.0
Cirsium scariosum var. scariosum	False		0.0
Cirsium scariosum var. thorneae	False		0.0
Cirsium tioganum	False		0.0
Cirsium tioganum var. coloradense	False		0.0
Cirsium tioganum var. tioganum	False		0.0
Cnicus drummondii var. acaulescens	False		0.0
Cnicus tioganus	False		0.0
Cistanthe	False		0.0
Cistanthe tweedyi	False		0.0
Calandrinia tweedyi	False		0.0
Lewisia tweedyi	False		0.0
Cistanthe umbellata	False		0.0
Cistanthe umbellata var. caudicifera	False		0.0
Calyptridium umbellatum var. caudiciferum	False		0.0
Spraguea umbellata var. caudicifera	False		0.0
Cistanthe umbellata var. umbellata	False		0.0
Calyptridium umbellatum	False		0.0
Calyptridium umbellatum var. umbellatum	False		0.0
Spraguea umbellata	False		0.0
Cirsium undulatum	False		0.0
Cirsium undulatum var. undulatum	False		0.0
Carduus helleri	False		0.0
Carduus undulatus	False		0.0
Cirsium helleri	False		0.0
Cirsium megacephalum	False		0.0
Cirsium ochrocentrum var. helleri	False		0.0
Cirsium undulatum var. megacephalum	False		0.0
Cnicus undulatus var. megacephalus	False		0.0
