Taxon Name	Available at Nursery?	Nurseries	Percent of Nurseries with this Taxon	ID	ModifiedOn	Contributors	InformalClassification	Family	TaxonID	TaxonName	SeeAlso	NameRank	Hybrid	TerminalTaxon	Excluded	Peripheral	Waif	Endemic	Extirpated	OriginCode	Origin	Distribution	Voucher	Comments	
Salsola	True	RainierSeeds, 	4.17	388	2018-05-02 22:04:00		Vascular Plants: Dicots	Amaranthaceae	38073	Salsola		genus		N	N	N	N	N	N	I	Introduced				
Salix lasiandra var. caudata	False		0.0	4257	2010-03-16 14:29:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	116020	Salix lasiandra var. caudata		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Salix lasiandra	True	BurntRidgeNursery, DerbyCanyonNatives, FourthCornerNursery, OxbowFarmandConservationCenter, PlantasNativaLLC, PlantsoftheWild, StormLakeGrowers, WildlandsNursery, WoodbrookNativePlantNursery, 	37.5	4256	2010-03-16 14:47:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	116013	Salix lasiandra		species		N	N	N	N	N	N	N	Native				
Salvia	True	DerbyCanyonNatives, DesertJewelsNursery, PlantsoftheWild, RainierSeeds, 	16.67	2811	2018-05-02 22:04:00		Vascular Plants: Dicots	Lamiaceae	90773	Salvia		genus		N	N	N	N	N	N	N	Native				
Micranthes lyallii	False		0.0	4361	2009-10-22 08:21:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	117812	Micranthes lyallii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Although they have nearly disjunct sets of populations, the subspecies of Micranthes lyallii are difficult to distinguish from each other. The more northern plants tend to be larger with wider leaves and often have been called Saxifragalyallii subsp. or var. hultenii. Apparent hybrids with M. odontoloma occur in Alberta, British Columbia, and northern Idaho, and near Glacier National Park, Montana."	
Salix maccalliana	False		0.0	4261	2010-04-05 08:50:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	116094	Salix maccalliana		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "The decaploid to dodecaploid chromosome number for Salix maccalliana, highest in the genus, suggests a complex origin. Relationships with subg. Chamaetia and subg. Salix  were suggested by Rowlee and by H. M. Raup (1959). Staminate flowers with abaxial nectaries, tawny and persistent bracts, and villous ovaries suggest a link with S. glauca; leaves with coarse, ferruginous hairs and serrate margins suggest S. lucida (Rowlee). Although S. maccalliana is phenetically closer to sect. Salicaster than to (subg. Chamaetia) sect. Glaucae (G. W. Argus 1997), it is probable that because it incorporates genomes from more than one subgenus, its subgeneric placement is arbitrary."	
Salix matsudana	False		0.0	4262	2018-08-15 09:36:00		Vascular Plants: Dicots	Salicaceae	116095	Salix matsudana		species		Y	N	N	Y	N	N	I	Introduced				
Sanicula marilandica	False		0.0	533	2008-12-07 08:43:00	Thayne Tuason	Vascular Plants: Dicots	Apiaceae	39614	Sanicula marilandica		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"Not at WTU; WS?"}		
Sagina maxima	False		0.0	1898	2018-05-02 22:04:00	Perry J. Lund	Vascular Plants: Dicots	Caryophyllaceae	64464	Sagina maxima		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Sagina maxima ssp. crassicaulis	False		0.0	1899	2007-06-18 20:34:00	Perry J. Lund	Vascular Plants: Dicots	Caryophyllaceae	64466	Sagina maxima ssp. crassicaulis		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	No varietal distinction of S. crassicaulis in HC	
Sagina maxima ssp. maxima	False		0.0	1900	2007-06-18 20:47:00	Perry J. Lund	Vascular Plants: Dicots	Caryophyllaceae	64471	Sagina maxima ssp. maxima		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"?"}	FNA5 reports this taxon from Washington.	
Sambucus	True	BurntRidgeNursery, DerbyCanyonNatives, FourthCornerNursery, FriendlyNativesNursery, HimaNursery, InsidePassageSeeds, LandHSeeds, OxbowFarmandConservationCenter, PlantasNativaLLC, PlantsoftheWild, RainierSeeds, SoundNativePlants, WabashFarms, WACD, WildlandsNursery, WoodbrookNativePlantNursery, 	66.67	271	2018-05-02 22:04:00		Vascular Plants: Dicots	Adoxaceae	36514	Sambucus		genus		N	N	N	N	N	N	N	Native				
Salix melanopsis	True	DerbyCanyonNatives, 	4.17	4263	2010-04-05 08:55:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	116102	Salix melanopsis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Salix melanopsis forms natural hybrids with S. exigua var. exigua, S. sessilifolia, and S. sitchensis (R. D. Dorn 1998)."	
Sanguisorba menziesii	False		0.0	4168	2010-01-06 11:17:00	Sarah Cooke, Peter F. Zika	Vascular Plants: Dicots	Rosaceae	113436	Sanguisorba menziesii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Draft FNA9: "Sanguisorba menziesii has sometimes been suggested to be a hybrid between S. officinalis and S. sitchensis.  Some of its characteristics do suggest intermediacy and it is possible that it arose via hybridization, but it seems best to regard it as a species, as it forms populations separate from its possible parents and is fully fertile (P. S. Holloway and G. E. M. Matheke 2003)."	
Saxifraga mertensiana	False		0.0	4389	2009-10-22 08:23:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	118134	Saxifraga mertensiana		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Plants of Saxifraga mertensiana bear bulbils in the axils of basal leaves."	
Poterium sanguisorba	False		0.0	4097	2018-05-02 22:04:00	Sarah Cooke, Peter F. Zika	Vascular Plants: Dicots	Rosaceae	111874	Poterium sanguisorba		species		N	N	N	N	N	N	I	Introduced		{"Herbarium":"WTU"}		
Salix monochroma	False		0.0	4264	2010-04-06 09:01:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	116117	Salix monochroma		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	This taxa listed as a synonym for Salix rigida Muhl. var. mackenzieana in H&C.	
Samolus	False		0.0	3747	2018-05-02 22:04:00		Vascular Plants: Dicots	Primulaceae	107203	Samolus		genus		N	N	N	N	N	N	N	Native				
Micranthes nelsoniana	False		0.0	4362	2018-05-02 22:04:00	David Giblin	Vascular Plants: Dicots	Saxifragaceae	117825	Micranthes nelsoniana		species		N	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Sanguisorba	True	LandHSeeds, NorthwestMeadowscapes, RainierSeeds, 	12.5	4167	2018-05-02 22:04:00		Vascular Plants: Dicots	Rosaceae	113430	Sanguisorba	Poteridium, Poterium	genus		N	N	N	N	N	N	N	Native				
Sambucus nigra	True	FourthCornerNursery, LandHSeeds, RainierSeeds, 	12.5	273	2018-05-02 22:04:00	Thayne Tuason	Vascular Plants: Dicots	Adoxaceae	36538	Sambucus nigra		species		N	N	N	Y	N	N	I	Introduced		{"Herbarium":"WTU"}		
Micranthes nidifica	False		0.0	4364	2014-01-04 19:13:00	David Giblin	Vascular Plants: Dicots	Saxifragaceae	117860	Micranthes nidifica		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Micranthes nidifica is polymorphic and merges to some extent with M. fragosa in limited areas of southern Washington and northern Oregon."	
Salix nivalis	False		0.0	4265	2010-04-06 09:04:00	Fred Weinmann	Vascular Plants: Dicots	Salicaceae	116189	Salix nivalis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA7: "Because geographic overlap is small and evidence of intergradation is tenuous, Salix nivalis is best treated as a species separate from S. reticulata; S. nivalis was previously treated as a subspecies of S. reticulata (G. W. Argus 1986b, 1991)."	
Micranthes fragosa	False		0.0	4357	2009-10-21 11:15:00	David Giblin	Vascular Plants: Dicots	Saxifragaceae	117765	Micranthes fragosa		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Micranthes fragosa is restored to specific status here because a review of its differences with M. nidifica shows it to be more distinctive than previously thought, and for consistency in the application of criteria for species recognition within the rest of the genus. In the southernmost part of its range, M. fragosa converges in appearance with M. californica."	
Sambucus cerulea	True	DerbyCanyonNatives, FourthCornerNursery, InsidePassageSeeds, PlantasNativaLLC, PlantsoftheWild, 	20.83	272	2012-08-08 10:53:00	Thayne Tuason	Vascular Plants: Dicots	Adoxaceae	36520	Sambucus cerulea		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Sambucus cerulea (caerulea) var. neomexicana and S. neomexicana are considered by some authorities to be a valid variety of S. cerulea and should probably not be listed as synonymous with S. cerulea var. cerulea.	
Sambucus nigra ssp. nigra	False		0.0	274	2018-08-15 09:36:00		Vascular Plants: Dicots	Adoxaceae	36549	Sambucus nigra ssp. nigra		infraspecies		Y	N	N	Y	N	N	I	Introduced				
Cascadia nuttallii	False		0.0	4327	2013-12-12 08:34:00	David Giblin	Vascular Plants: Dicots	Saxifragaceae	117458	Cascadia nuttallii		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Johnson placed Saxifraga nuttallii in his monotypic genus Cascadia based on the unusual habit, free carpels, and spiny seeds. Molecular phylogenetic data (M. E. Mort and D. E. Soltis 1999; Soltis et al. 2001) placed Cascadia as sister to the southern South American (Tierra del Fuego) Saxifragodes D. M. Moore, both sister to Micranthes. Mort and Soltis considered the ovary of Cascadia to be superior because the two carpels are distinct to their bases; the hypanthium, fused to each carpel, gives the ovaries a semi-inferior appearance. Ovules in Cascadia are bitegmic, as in Saxifraga; those of Micranthes are usually unitegmic.<br><br>Cascadia nuttallii is found from the coastal mountains to the western slopes of the Cascade Range, from extreme northwestern California to southwestern Washington. The accepted species name was validated in a correction slip attached to reprints of Johnson's article describing Cascadia."	
Micranthes occidentalis	False		0.0	4365	2009-10-22 08:39:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	117880	Micranthes occidentalis	Micranthes gormanii, Micranthes idahoensis, Micranthes rufidula	species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "Micranthes occidentalis appears closely related to the little-known M. mexicana (Engler & Irmscher) Brouillet & Gornall from Chihuahua, Mexico. The latter is the only species of the genus that occurs in Mexico and not in the United States. Micranthes occidentalis is disjunct between the northern Rocky Mountains and the Cypress Hills of southeastern Alberta and southwestern Saskatchewan, and the Black Hills of South Dakota. It hybridizes with M. idahoensis where their ranges overlap."	
Saponaria ocymoides	False		0.0	1904	2008-12-15 09:00:00	Perry J. Lund	Vascular Plants: Dicots	Caryophyllaceae	64498	Saponaria ocymoides		species		Y	N	N	Y	N	N	I	Introduced from Europe		{"Herbarium":"WTU"}		
Micranthes odontoloma	False		0.0	4366	2009-10-22 08:48:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	117890	Micranthes odontoloma		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Salvia officinalis	False		0.0	2817	2010-02-16 09:15:00	Fred Weinmann	Vascular Plants: Dicots	Lamiaceae	90877	Salvia officinalis		species		Y	Y	N	Y	N	N				{"Herbarium":"Not at WTU; WS?"}	Considered excluded until specimens are located confirming its presence in WA.	
Sanguisorba officinalis	False		0.0	4169	2010-01-06 12:39:00	Sarah Cooke, Peter F. Zika	Vascular Plants: Dicots	Rosaceae	113439	Sanguisorba officinalis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	Draft FNA9: "Occurrences of Sanguisorba officinalis from eastern North America represent introductions from Eurasia; the species is native in western North America.  There seem to be no consistent differences upon which to base a taxonomic distinction at any level between the native northwestern North American material (S. microcephala) and Eurasian S. officinalis in the strict sense."	
Saponaria officinalis	False		0.0	1905	2007-11-26 16:07:00	Perry J. Lund	Vascular Plants: Dicots	Caryophyllaceae	64500	Saponaria officinalis		species		Y	N	N	N	N	N	I	Introduced from Europe		{"Herbarium":"WTU"}		
Saxifraga oppositifolia	False		0.0	4390	2018-05-02 22:04:00	Alex Harkness	Vascular Plants: Dicots	Saxifragaceae	118139	Saxifraga oppositifolia		species		N	N	N	N	N	N	N	Native				
Saxifraga oppositifolia ssp. oppositifolia	False		0.0	4391	2012-08-22 10:23:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	118140	Saxifraga oppositifolia ssp. oppositifolia		infraspecies		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}		
Micranthes oregana	True	PlantasNativaLLC, 	4.17	4367	2011-05-31 12:38:00	Fred Weinmann	Vascular Plants: Dicots	Saxifragaceae	117896	Micranthes oregana		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA8: "In both habitat and morphology, Micranthes oregana is similar to M. pensylvanica. A thorough investigation of the two species, especially the populations in Colorado that are disjunct from those in Montana, is needed to clarify relationships. The name Saxifraga integrifolia was misapplied to M. oregana by early California authors."	
Sasa palmata	False		0.0	5724	2017-02-16 11:26:00	David Giblin	Vascular Plants: Monocots	Poaceae	156747	Sasa palmata		species		Y	N	N	Y	N	N	I	Introduced		{"Herbarium":"WTU"}	Collected as a garden escape along roadsides in lowland western Washington.  Not considered to be a naturalized element of the flora at this time based on specimens collected.	
Salicornia perennis	False		0.0	386	2014-11-05 09:19:00	Peter F. Zika	Vascular Plants: Dicots	Amaranthaceae	38106	Salicornia perennis		species		Y	N	N	N	N	N	N	Native		{"Herbarium":"WTU"}	FNA treats this as the genus Sarcocornia, segregated from Salicornia by its perennial instead of annual growth, but this seems insufficient for generic realignment, and trivializes the obvious floral and fruit similarities.<br><br>FNA4: "Sarcocornia is taxonomically difficult and has never been the subject of a taxonomic revision for the Northern Hemisphere. Although it is possible to identify dry specimens to some extent, by comparison, it is impossible to obtain from dried specimens data that can be used in a taxonomic revision. Characters that may be taxonomically useful are lost on drying, especially flower and inflorescence characters and those derived from the fleshy vegetative segments. Habit appears to be useful, but few specimen labels note the habit of the living plant, and the parts collected rarely allow for a reliable determination of habit. Some species, such as S. perennis are prostrate, with the woody stems readily rooting in the substrate. Others such as S. pacifica are procumbent to erect shrubs in which the woody stems usually do not root. This apparently obvious habit difference is sometimes confounded by external factors, erect species becoming procumbent due to water movement, trampling, or burial by silt or sand deposits. Conversely, prostrate rooting species can be disturbed by erosion and appear to be procumbent plants of a nonrooting species.<br><br>One of the most useful characters, the indumentum on the testa of the seeds, is rarely present in dried specimens because of the lateness of the plants' flowering season. Plants collected in August and September rarely have even immature seeds present, so most herbarium specimens do not display this character.<br><br>The consequence of these problems is that most accounts of Sarcocornia in North America recognize only one species, frequently using the name Salicornia virginica Linnaeus for the collective entity. The type specimens of S. virginica were collected by John Clayton, presumably from Virginia, which are immature annuals and not flowering. The name S. virginica cannot be applied to a species in this genus."	
