Abies concolor Concolor Fir 300
Abies grandis Grand Fir 1900 0
Abies lasiocarpa Subalpine Fir 0
Acer circinatum Vine Maple 200
Acer ginnala Amur Maple 0 75
Acer glabrum Rocky Mt. Maple 0 0 0 0 0
Achillea millefolium Western Yarrow 550 Also see Thorn Creek availability on page 4
Achnatherum hymenoides Indian Ricegrass 0 0
Allium cernuum Nodding Onion 550
Alnus incana Thinleaf (Mt.) Alder 0 0 0 0 0 25
Alnus rhombifolia White Alder 300 225 20 300 0 0
Alnus rubra Red Alder 300 0 0
Alnus sinuata Sitka Alder 380 0 200 0
Amelanchier alnifolia Saskatoon Serviceberry 4000 0 0 200 40 25
Anaphalis margaritacea Pearly Everlasting 0 10
Andropogon geradii Big Bluestem 540
Antenaria microphylla Rosy Pussytoes 100 40
Aquilegia caerulea Blue Columbine 3000 100
Arctostaphylos uva-ursi Kinnickinnick 0 0
Artemisia cana Silver Sage 200
Artemisia frigida Fringed Sage 0 0
Artemisa nova Black Sage 100
Artemisia tridentata tridenata Basin Big Sage 0 0 0 0
Artemisia tridentata vaseyana Mountain Sage 1000 0 0
Artemisia tridentata wyomingensis Wyoming Sage 1000 0 0
Asarum caudatum Wild Ginger 350 40
Asclepias speciosa Showy Milkweed 2500 220
Aster occidentalis Western Aster 0 Also see Thorn Creek availability on page 4
Atriplex canescens Fourwing Saltbrush 2600 0 0 0
Balsamorhiza sagitata Arrowleaf Balsamroot 0 Also see Thorn Creek availability on page 4
Betula occidentalis Water Birch 260 0 0 100 80 0
Betula papyrifera Paper Birch 0 0 180 500 0
Betula nana Dwarf Birch 80
Betula nigra River Birch 50 0
Calamagrostis rubescens Pinegrass 1400 140
Camassia quamash Common Camas 100 BULBS AVAILABLE – FALL 2022
Caragana arborescens Siberian Pea Shrub 800 0 0 0
Carex amplifolia Big Leaf Sedge 900
Carex aperta Columbian Sedge 0
Carex aquatilis Water Sedge 1500
Carex lanuginosa Wooly Sedge 1000
Carex lenticularis Lens Sedge 0
Carex microptera Small-winged Sedge 5800
Carex nebrascensis Nebraska Sedge 1500
Carex obnupta Slough Sedge 1200
Carex praegracilis Clustered Field Sedge 275
Carex simulata Shortbeaked Sedge 250
Carex stipata Sawbeaked Sedge 250
Carex utriculata Beaked Sedge 5000
Carex vesicaria Inflated Sedge 50
Ceanothus sanguineous Redstem Ceanothus 4800 0 0
Celtis reticulata Hackberry 300 0
Ceratoides lanata Winterfat 0 0 0
Chrysothamnus nauseosus Rubber Rabbitbrush 3000 0
Chrysothamnus viscidiflorus Low Green Rabbitbrush 0 0 0
Cornus sericea Redosier Dogwood 0 0 0 0 140 0
Crataegus douglasii Douglas Hawthorne 0 0 0 0 100 0
Deschampsia caespitosa Tufted Hairgrass 2800 0 0
Distchlis spicata Inland Saltgrass 700
Echinacea purpurea Purple Coneflower 1600 0
Eleocharis palustris Creeping Spikerush 2200
Elymus cinerus Basin Wild Rye 0 0
Elymus glauca Blue Wild Rye 1600
Erigeron fillfolius Thread Leaf Fleabane 1300 120
Erigeron pumilis Shaggy Fleabane 300 40
Erigeron speciosus Showy Fleabane 1500 0
Eriogonum heracleoides Wyeth Buckwheat 900 300
Eriogonum nivium Snow Buckwheat 1800 60
Eriogonum umbellatum Sulfur Flower 4000 0
Eriphyllum lanatum Wooly Sunflower Please see Thorn Creek availability on page 4
Festuca idahoensis ‘Siskiyou Blue” Blue Fescue 40
Festuca idahoensis Idaho Fescue 100 30
Fragaria chiloensis Coastal Strawberry 60
Fragaria vesca Woodland Strawberry 400
Fragaria virginiana Wild Strawberry 300
Gaillardia aristata Indian Blanket Flower Please see Thorn Creek availability on page 4
Geranium viscosissimum Sticky Geranium 400 Also see Thorn Creek availability on page 4
Geum triflorum Prairie Smoke Please see Thorn Creek availability on page 4
Glyceria grandis American Mannagrass 0
Glyceria occidentalis Western Mannagrass 600
Glyceria striata Fowl Mannagrass 450
Grayia spinosa Spiny Hopsage 400
Heuchera cylindrica Roundleaf Alumroot Please see Thorn Creek availability on page 4
Hesperostipa comatata Needle and Thread Grass 0
Holodiscus discolor Oceanspray 100 140 0 0 0
Iris missouriensis Missouri Iris 0 0 0
Juncus articulatus Jointed Rush 1500
Juncus balticus Baltic Rush 600
Juncus effusus Common Rush 1500
Juncus ensifolius Daggerleaf Rush 1000
Juncus tenuis Slender Rush 2000
Juniperous scopulorum Rocky Mt. Juniper 550 600 580 0
Koeleria macrantha Prairie Junegrass 1000
Larix occidentalis Western Larch 0 0 0 0 0
Linum lewisii Blue Flax 0 180 Also see Thorn Creek availability on page 4
Lupinus argenteus Silver Lupine 0
Lupinus polyphyllus Big Leaf Lupine 900 0
Lupinus sericeus Blue Lupine Please see Thorn Creek availability on page 4
Mahonia aquafolium Tall Oregon Grape 0 0
Mahonia repens Creeping Oregon Grape 500 100 0
Penstemon attenuatus Taperleaf Penstemon Please see Thorn Creek availability on page 4
Penstemon cyanthus Wasatch Penstemon 680
Penstemon eatonii Firecracker Penstemon 1100 80
Penstemon fruiticosa Shrubby Penstemon 0 0 0
Penstemon humilis Low Penstemon 880 280
Penstemon pinifolius Pineleaf Penstemon 0
