Abies grandis - Grand Fir
$30.00
Abies procera - Noble Fir
$10.00
Acer circinatum - Vine Maple
$10.00
Acer glabrum - Rocky Mountain Maple
$30.00
Acer macrophyllum - Bigleaf Maple
$10.00
Alnus rubra - Red Alder
$10.00
Alnus viridis ssp. sinuata - Sitka Alder
$95.00
"Amelanchier alnifolia - Saskatoon, Serviceberry"
$10.00
Arbutus menziesii - Pacific Madrone
$16.00
Arbutus unedo 'Compacta' - Dwarf Strawberry Tree
$25.00
Arctostaphylos columbiana - Hairy Manzanita
$25.00
Arctostaphylos pacifica - Pacific Manzanita
$15.00
Betula occidentalis - Water Birch
$10.00
Betula papyrifera - Paper Birch
$10.00
Callitropsis (Cupressus) nootkatensis - Alaskan Cedar
$30.00
Calocedrus decurrens - Incense Cedar
$15.00
Calycanthus occidentalis - Western Sweetshrub
$25.00
Cercis occidentalis - Western Redbud
$25.00
Chrysolepis chrysophylla - Giant Chinquapin
$50.00
Cornus nuttallii - Pacific Dogwood
$0.00
Cornus nuttallii x florida 'Eddie's White Wonder' - White Wonder Flowering Dogwood Tree
$0.00
Cornus sericea - Red Osier Dogwood
$10.00
Cornus sericea ssp. occidentalis - Western Red Osier DogwoodCornus sericea ssp. occidentalis - Western Red Osier Dogwood
$10.00
Cornus series 'Kelseyi' - Kelsey's Dwarf Dogwood
$0.00
Corylus cornuta - Beaked Hazelnut
$10.00
Crataegus douglasii - Black Hawthorn
$10.00
Dasiphora (Potentilla) fruticosa - Shruby Cinquefoil
$15.00
Frangula purshiana - Cascara
$10.00
Fraxinus latifolia - Oregon Ash
$10.00
Garrya elliptica - Silk Tassle
$15.00
Holodiscus discolor - Oceanspray
$10.00
Juniperus occidentalis - Western JuniperJuniperus occidentalis - Western Juniper
$15.00
Juniperus scopulorum - Rocky Mountain Juniper
$15.00
Kalmia microphylla ssp. occidentalis - Western Swamp Laurel
$25.00
Ledum glandulosum - Trapper's Tea
$15.00
Ledum groenlandicum - Labrador Tea
$15.00
Lonicera ciliosa - Orange Honeysuckle
$20.00
Lonicera hispadula - Pink Honeysuckle
$15.00
Lonicera involucrata - Black Twinberry
$10.00
Lupinus latifolius - Broadleaf Lupine
$15.00
Lupinus polyphyllus - Big-Leaf Lupine
$15.00
Lupinus rivularis - Streambank Lupine
$15.00
Mahonia (Berberis) aquifolium - Tall Oregon Grape
$12.00
Mahonia (Berberis) nervosa - Low Oregon Grape
$6.00
Mahonia (Berberis) repens - Creeping Oregon Grape
$6.00
Malus fusca - Pacific Crab Apple
$10.00
Menziesia ferruginea - False Azalea
$15.00
Morella (Myrica) californica - California Wax Myrtle
$15.00
Myrica gale - Sweet Gale
$10.00
"Oemleria cerasiformis - Osoberry, Indian Plum"
$10.00
Oplopanax horridus - Devilsclub
$15.00
Paxistima myrsinites - Oregon BoxleafPaxistima myrsinites - Oregon Boxleaf
$10.00
Philadelphus lewisii - Mock Orange
$10.00
Physocarpus capitatus - Pacific Ninebark
$10.00
Picea sitchensis - Sitka Spruce
$30.00
Pinus contorta v. contorta - Shore Pine
$10.00
Pinus monticola - Western White Pine
$10.00
Pinus ponderosa - Ponderosa PinePinus ponderosa - Ponderosa Pine
$10.00
Populus balsamifera - Black Cottonwood
$10.00
Populus tremuloides - Quaking Aspen
$10.00
Prunus emarginata - Bitter Cherry
$10.00
Prunus virginiana - Chokecherry
$17.00
Pseudotsuga menziesii - Douglas Fir
$10.00
Quercus garryana - Oregon White Oak
$10.00
Rhododendron macrophyllum - Pacific Rhododendron
$20.00
Rhododendron occidentale - Western Azalea
$20.00
Rhus glabra - Smooth Sumac
$12.00
Ribes aureum - Golden Currant
$12.00
Ribes bracteosum - Stink Currant
$12.00
Ribes cereum - Wax Currant
$30.00
Ribes divaricatum - Coast Black Gooseberry
$12.00
"Ribes lacustre - Prickly Black Gooseberry, Swamp Gooseberry"
$12.00
Ribes sanguineum - Red-Flowering Currant
$12.00
Rosa gymnocarpa - Bald Hip Rose
$10.00
Rosa nutkana - Nootka Rose
$10.00
"Rosa pisocarpa - Pea-Fruited Rose, Cluster Rose"
$10.00
Rosa rugosa - Rugosa Rose
$10.00
Rosa woodsii - Wood's Rose
Rosa woodsii - Wood's Rose
$10.00
Rubus idaeus - Red Raspberry
$8.00
Rubus leucodermis - Blackcap Raspberry
$15.00
Rubus parviflorus - Thimbleberry
$10.00
Rubus spectabilis - Salmonberry
$10.00
Rubus ursinus - Pacific Blackberry
$15.00
Salix hookeriana - Coastal Willow
$10.00
Salix lasiandra - Pacific Willow
$10.00
Salix scouleriana - Scouler's Willow
$10.00
Salix sitchensis - Sitka Willow
$10.00
Sambucus cerulea - Blue Elderberry
$12.00
Sambucus racemosa - Red Elderberry
$10.00
Sequoia sempervirens - Coast Redwood
$15.00
"Shepherdia canadensis - Russet Buffaloberry, Soapberry"
$15.00
Sorbus scopulina - Western Mountain Ash
$10.00
Sorbus sitchensis - Sitka Mountain Ash
$15.00
Spiraea douglasii - Hardhack
$10.00
Spiraea lucida (betulifolia)- White Spiraea
$12.00
Spiraea splendens (densiflora) - Rose Meadowsweet
$12.00
Symphoricarpos albus - Snowberry
$10.00
Taxus brevifolia - Pacific YewTaxus brevifolia - Pacific Yew
$25.00
Thuja plicata 'Excelsa' - Excelsa Cedar
$125.00
Thuja plicata - Western Red Cedar
$10.00
Tsuga heterophylla - Western Hemlock
$10.00
Tsuga mertensiana - Mountain Hemlock
$50.00
